movie,year,genre,length,gross,audience,critic,votes
Chère Martha,2001,Comedy,109,4.16,7.3,72,7169
Juste un baiser,2001,Comedy,115,1.05,7,65,7146
Un parfum de meurtre,2001,Drama,114,3.21,6.4,63,7119
La mélodie du malheur,2001,Comedy,113,0,7.2,60,7085
Le tombeau,2001,Drama,109,0.03,5.4,21,6770
Le secret de Baran,2001,Drama,94,0.13,7.8,79,6770
Riri Shushu no subete,2001,Crime,146,0.02,7.7,73,6754
Lovely & Amazing,2001,Comedy,91,4.19,6.9,75,6293
Max Keeble's Big Move,2001,Comedy,86,17.29,5.4,40,6239
Avril brisé,2001,Drama,105,0.06,7.7,73,6086
Series 7: The Contenders,2001,Comedy,86,0.17,6.6,55,5992
Kandahar,2001,Biography,85,0.02,6.8,76,5957
The Wash,2001,Comedy,93,10.1,4.7,18,5939
Bones,2001,Crime,96,7.31,4.1,42,5884
Fulltime killer,2001,Action,102,0.01,7,54,5878
Rencontres à Manhattan,2001,Comedy,108,2.4,6.5,49,5876
The Caveman's Valentine,2001,Crime,105,0.69,5.9,44,5835
Trouble Every Day,2001,Horror,101,0.01,6,40,5828
Atanarjuat - La légende de l'homme rapide,2001,Drama,172,3.79,7.5,91,5804
Un gentleman en cavale,2001,Action,88,0.02,5.4,25,5723
Le tunnel,2001,Drama,157,0.01,7.8,72,5551
Dog Days,2001,Drama,121,0.01,7.1,66,5310
Last Orders,2001,Drama,109,2.33,7,78,5233
My First Mister,2001,Comedy,109,0.62,7.3,48,5080
Sans nouvelles de Dieu,2001,Crime,112,0.08,6.5,31,4951
Texas Rangers: La revanche des justiciers,2001,Action,90,0.62,5.2,29,4948
Tmavomodrý svet,2001,War,112,0.26,7.3,56,4941
Two Can Play That Game,2001,Comedy,90,22.24,6.1,35,4715
L'affaire du collier,2001,Drama,118,0.43,6.1,42,4663
L'emploi du temps,2001,Drama,134,0.45,7.4,88,4323
Potins mondains & amnésies partielles,2001,Comedy,104,6.72,4.4,34,4307
The Lost Skeleton of Cadavra,2001,Comedy,90,0.14,7,45,4278
CQ,2001,Drama,88,0.41,6.3,56,4270
Le centre du monde,2001,Drama,88,1.1,5.9,44,4205
All Over the Guy,2001,Comedy,95,1.01,6.6,46,4089
Miaou!,2001,Comedy,86,0.01,7,50,4004
Me Without You,2001,Drama,107,0.3,7,67,3997
"Scotland, Pa.",2001,Comedy,104,0.38,6.8,49,3989
Beijing Bicycle,2001,Drama,113,0.16,7.3,61,3974
Harvard Story,2001,Comedy,99,0.06,4.9,49,3905
La ciénaga,2001,Comedy,103,0.1,7,75,3886
The Safety of Objects,2001,Drama,121,0.32,6.6,58,3872
"Et là-bas, quelle heure est-il?",2001,Drama,116,0.19,7.3,79,3865
The Man from Elysian Fields,2001,Drama,106,1.43,6.7,57,3828
Ticket for Love,2001,Comedy,85,4.36,4.1,34,3783
Invincible,2001,Drama,133,0.08,6.5,55,3711
Tortilla Soup,2001,Comedy,102,4.45,6.6,58,3683
Who Is Cletis Tout?,2001,Comedy,92,0.25,6.4,36,3617
Millennium Mambo,2001,Drama,119,0.01,7,73,3608
No Such Thing,2001,Comedy,102,0.06,6.2,36,3538
War Photographer,2001,Documentary,96,0,8,79,3532
The Brothers,2001,Comedy,106,27.46,6.4,50,3515
The Business of Strangers,2001,Drama,84,1.03,6.4,67,3486
American Rhapsody,2001,Drama,106,0.85,6.9,51,3451
The Other Side of Heaven,2001,Adventure,113,4.72,6.5,38,3443
Crush,2001,Comedy,108,1.08,5.9,37,3371
Wendigo,2001,Horror,91,0.1,5,63,3371
Le seigneur des anneaux: Les deux tours,2002,Adventure,179,342.55,8.7,87,1222581
Arrête-moi si tu peux,2002,Biography,141,164.62,8.1,76,625289
Spider-Man,2002,Action,121,403.71,7.3,73,593285
La cité de Dieu,2002,Crime,130,7.56,8.6,79,588209
Le pianiste,2002,Biography,150,32.57,8.5,85,568314
Star Wars: Épisode II - L'attaque des clones,2002,Action,142,310.68,6.6,54,522780
La mémoire dans la peau,2002,Action,119,121.66,7.9,68,446926
Harry Potter et la chambre des secrets,2002,Adventure,161,261.99,7.4,63,439581
Minority Report,2002,Action,145,132.07,7.7,80,435649
L'âge de glace,2002,Animation,81,176.39,7.6,60,362786
Gangs of New York,2002,Crime,167,77.81,7.5,72,344709
28 jours plus tard,2002,Drama,113,45.06,7.6,73,323740
Signes,2002,Drama,106,227.97,6.7,59,294998
Men in Black II,2002,Action,88,190.42,6.1,49,287273
Equilibrium,2002,Action,107,1.2,7.5,33,280315
Le cercle: The ring,2002,Horror,115,129.13,7.1,57,279014
Le transporteur,2002,Action,92,25.3,6.8,51,255453
Insomnia,2002,Drama,118,67.36,7.2,78,238201
Phone Game,2002,Crime,81,46.57,7.1,56,224204
Panic Room,2002,Crime,112,96.4,6.8,65,222831
Resident Evil,2002,Action,100,40.12,6.7,33,218338
Dragon rouge,2002,Crime,124,93.15,7.2,60,217867
Les sentiers de la perdition,2002,Crime,117,104.45,7.7,72,215894
8 Mile,2002,Drama,110,116.72,7.1,77,208439
Chicago,2002,Comedy,113,170.69,7.2,82,187046
Meurs un autre jour,2002,Action,133,160.94,6.1,56,181023
Le temps d'un automne,2002,Drama,101,41.23,7.4,35,176608
Austin Powers dans Goldmember,2002,Action,94,213.31,6.2,62,173618
Blade II,2002,Action,117,82.35,6.7,52,173357
Hero,2002,Action,107,53.71,7.9,85,158605
xXx,2002,Action,124,142.11,5.8,48,157434
La 25ème heure,2002,Drama,135,13.06,7.7,67,157112
Adaptation.,2002,Comedy,114,22.25,7.7,83,155325
Pour un garçon,2002,Comedy,101,41.39,7.1,75,152193
Lilo & Stitch,2002,Animation,85,145.79,7.2,73,133498
Bowling for Columbine,2002,Documentary,120,21.24,8,72,129463
Punch-drunk love - Ivre d'amour,2002,Comedy,95,17.84,7.3,78,120591
Les aventures de Mister Deeds,2002,Comedy,96,126.29,5.8,24,119271
Le règne du feu,2002,Action,101,43.06,6.2,39,114076
Nous étions soldats,2002,Action,138,78.12,7.2,65,112960
Monsieur Schmidt,2002,Comedy,125,65.02,7.2,85,112775
La vengeance de Monte Cristo,2002,Action,131,54.23,7.8,61,112646
Le roi scorpion,2002,Action,92,91.05,5.5,45,112143
The Hours,2002,Drama,110,41.68,7.6,81,109480
Mariage à la grecque,2002,Comedy,95,241.44,6.6,62,108684
La machine à explorer le temps,2002,Action,96,56.68,5.9,42,108656
John Q,2002,Crime,116,71.76,7.1,30,107503
Photo obsession,2002,Drama,96,31.6,6.8,64,103064
Infernal Affairs,2002,Crime,101,0.17,8.1,75,101787
Irréversible,2002,Crime,97,0.75,7.4,51,96482
Joue-la comme Beckham,2002,Comedy,112,32.54,6.7,66,95146
American Party,2002,Comedy,92,21.01,6.4,26,93951
L'amour sans préavis,2002,Comedy,101,93.35,6.1,42,92643
Parle avec elle,2002,Drama,112,9.28,8,86,92376
La somme de toutes les peurs,2002,Action,124,118.91,6.4,45,91770
Fashion victime,2002,Comedy,108,127.22,6.2,45,89908
La planète au trésor,2002,Animation,95,38.18,7.1,60,81311
Le vaisseau de l'angoisse,2002,Horror,91,30.11,5.5,28,81307
Une nana au poil,2002,Comedy,104,35.08,5.5,29,80152
Scooby-Doo,2002,Adventure,86,153.29,5,35,79015
Confessions d'un homme dangereux,2002,Biography,113,16,7.1,67,75303
Mafia blues 2 - La rechute!,2002,Comedy,96,32.12,5.9,37,74039
Coup de foudre à Manhattan,2002,Comedy,105,94.01,5.1,45,73714
La secrétaire,2002,Comedy,107,4.06,7,63,72745
Jackass: Le film,2002,Documentary,87,64.26,6.6,42,72516
Solaris,2002,Drama,99,14.97,6.2,65,71433
Infidèle,2002,Drama,124,52.8,6.7,63,68541
Frida,2002,Biography,123,25.89,7.4,61,68186
Le smoking,2002,Action,98,50.55,5.3,30,67928
La prophétie des ombres,2002,Drama,119,35.75,6.5,52,67659
Cabin fever - fièvre noire,2002,Horror,93,21.16,5.6,56,66319
Dommage collatéral,2002,Action,108,40.08,5.5,33,65206
40 jours et 40 nuits,2002,Comedy,96,37.95,5.6,53,64801
Star Trek: Nemesis,2002,Action,116,43.25,6.4,51,63259
Dérapages incontrôlés,2002,Drama,98,66.82,6.5,69,60874
Windtalkers - Les messagers du vent,2002,Action,134,40.91,6,51,59370
Showtime,2002,Action,95,38.08,5.5,32,55121
Simone,2002,Comedy,117,9.68,6.1,49,54342
K-19: Le piège des profondeurs,2002,Drama,138,35.17,6.7,58,52527
Sympathy for Mr. Vengeance,2002,Action,129,0.05,7.7,56,51414
Spirit: L'étalon des plaines,2002,Animation,83,73.28,7.1,52,51202
Spy kids 2: Espions en herbe,2002,Action,100,85.85,5.1,66,49792
Allumeuses!,2002,Comedy,88,24.72,5.1,32,49127
La reine des damnés,2002,Drama,101,30.34,5.3,30,46769
"Arac Attack, les monstres à huit pattes",2002,Action,99,17.32,5.4,53,46761
Calculs meurtriers,2002,Crime,115,31.87,6.1,50,46595
Mission évasion,2002,Drama,125,19.08,6.3,49,46255
Les lois de l'attraction,2002,Comedy,110,6.53,6.7,50,46151
Espion et demi,2002,Action,97,33.11,5.4,35,44179
Orange County,2002,Comedy,82,41.03,6.2,48,43217
Bad Company,2002,Action,116,30.16,5.6,37,41548
Stuart Little 2,2002,Animation,77,64.96,5.4,66,41109
Bubba Ho-Tep,2002,Comedy,92,2,7.2,57,40986
The Good Girl,2002,Drama,93,14.02,6.5,71,39842
Kung Pow: Enter the Fist,2002,Action,81,16.03,6.2,14,39835
Hyper Noël,2002,Comedy,104,139.24,5.6,48,39726
Loin du paradis,2002,Drama,107,15.85,7.4,84,38829
In America,2002,Drama,105,15.54,7.8,76,37915
Lilya 4-ever,2002,Crime,109,0.18,7.9,82,37861
Créance de sang,2002,Action,110,26.2,6.4,64,36945
Dirty Pretty Things - Loin de chez eux,2002,Crime,97,8.11,7.4,78,36849
L'auberge espagnole,2002,Comedy,122,3.9,7.3,65,36190
Paï,2002,Drama,101,20.78,7.6,80,36021
"Crève Smoochy, crève",2002,Comedy,109,8.36,6.4,38,35993
Narc,2002,Crime,105,10.46,7.2,70,35555
Crossroads,2002,Comedy,93,37.19,3.4,27,35463
Ju-on: The grudge,2002,Horror,92,0.33,6.7,48,34720
Spun,2002,Comedy,101,0.41,6.8,41,33603
Apparitions,2002,Drama,104,30.06,6.1,25,33364
Plus jamais,2002,Crime,115,40.01,5.7,25,33329
Crimes et pouvoir,2002,Crime,115,41.54,6.3,48,33036
Spider,2002,Drama,98,1.64,6.8,83,31983
Méchant menteur,2002,Adventure,88,47.81,5.4,36,30836
Opération funky,2002,Action,86,38.23,5.8,69,30753
Le nouveau,2002,Comedy,88,28.97,5.9,24,30233
Femme fatale,2002,Crime,114,6.59,6.3,59,30201
Igby,2002,Comedy,98,4.68,7,72,30049
Drumline,2002,Comedy,118,56.4,5.7,63,29837
Frères du désert,2002,Adventure,132,18.31,6.5,49,29723
Halloween: Résurrection,2002,Comedy,94,30.35,4.1,19,29706
May,2002,Drama,93,0.15,6.7,58,28788
24 Hour Party People,2002,Biography,117,1.13,7.4,85,28766
Antwone Fisher,2002,Biography,120,21.08,7.3,62,28626
Rêve de champion,2002,Drama,127,75.6,7,72,28303
Boat Trip,2002,Comedy,94,8.59,4.9,18,28049
Salton Sea,2002,Crime,103,0.76,7.2,41,27683
Blue Crush,2002,Drama,104,40.39,5.6,61,27354
Laurier blanc,2002,Drama,109,16.35,7.2,61,26941
The Eye,2002,Drama,99,0.5,6.7,66,25933
8 femmes,2002,Comedy,111,3.08,7.1,64,25371
Un Américain bien tranquille,2002,Drama,101,12.99,7.1,84,24941
Un seul deviendra invincible,2002,Action,94,12.4,6.2,58,24828
Le chemin de la liberté,2002,Adventure,94,6.17,7.5,80,24735
Barbershop,2002,Comedy,102,75.78,6.3,66,24710
The Magdalene Sisters,2002,Drama,114,4.89,7.8,83,23546
Hollywood Ending,2002,Comedy,112,4.84,6.6,46,23293
Rollerball,2002,Action,98,18.99,3,14,23126
Père et flic,2002,Crime,108,22.43,6.1,50,22309
Chiens des neiges,2002,Adventure,99,81.17,5.1,29,21950
Friday After Next,2002,Comedy,85,32.98,5.8,35,21550
Heaven,2002,Crime,97,0.77,7.1,68,21406
Pluto Nash,2002,Comedy,95,4.42,3.8,12,21382
Bloody Sunday,2002,Drama,107,0.77,7.7,90,21012
Mauvais piège,2002,Action,106,0.06,6.2,42,20822
7 jours et une vie,2002,Comedy,103,14.45,5.8,31,20765
L'importance d'être constant,2002,Comedy,97,8.38,6.9,60,20056
Le samouraï du crépuscule,2002,Drama,129,0,8.1,82,19316
Les 8 folles nuits d'Adam Sandler,2002,Animation,76,23.44,5.3,23,19240
The Master of Disguise,2002,Adventure,80,40.36,3.3,12,19142
Tuck Everlasting,2002,Drama,90,19.16,6.7,66,19127
L'homme sans passé,2002,Comedy,97,0.92,7.7,84,19004
Abîmes,2002,Horror,105,0.61,6.2,55,18962
Dark Blue,2002,Action,118,9.06,6.6,57,18334
Big Trouble,2002,Comedy,85,7.26,6.5,47,18250
Terreur.point.com,2002,Crime,101,13.21,3.3,16,17932
Darkness,2002,Horror,88,22.16,5.4,15,17487
Ballistic,2002,Action,91,14.29,3.6,19,17386
Swimfan - La fille de la piscine,2002,Drama,85,28.56,5,29,17201
À la folie... pas du tout,2002,Romance,92,1.01,7.2,63,17075
Magic Baskets,2002,Comedy,99,51.43,5.2,47,16327
Les divins secrets,2002,Drama,116,69.6,6,48,16239
Gerry,2002,Adventure,103,0.24,6.2,54,16043
Roger Dodger,2002,Comedy,106,1.27,7,75,15874
L'arche russe,2002,Drama,99,0.04,7.4,86,15839
Le club des empereurs,2002,Drama,109,14.06,6.9,49,15187
Au service de Sara,2002,Comedy,99,16.93,5.3,18,15138
Peter Pan dans Retour au pays imaginaire,2002,Animation,72,48.43,5.8,49,14893
Uzak,2002,Drama,110,0.1,7.7,84,14271
Dolls,2002,Drama,114,0,7.7,71,14163
Le gourou et les femmes,2002,Comedy,94,3.03,5.4,47,14001
À la dérive,2002,Comedy,89,0.01,3.6,18,13845
Laurel Canyon,2002,Drama,103,3.66,6.4,61,13702
Sex fans des sixties,2002,Comedy,98,30.31,5.6,48,13122
Bienvenue à Collinwood,2002,Comedy,86,0.33,6.4,61,13023
Mission Alcatraz,2002,Action,98,15.36,4.6,23,12931
Slackers,2002,Comedy,86,4.81,5.3,12,12870
"La famille Delajungle, le film",2002,Animation,85,40.11,5.3,69,12821
Sorority Boys,2002,Comedy,93,10.2,5.4,25,12566
Moonlight Mile,2002,Drama,117,6.84,6.7,59,12521
The Dangerous Lives of Altar Boys,2002,Comedy,104,1.78,7.1,69,12390
Top chronos,2002,Action,94,36.99,5.2,40,12028
Possession,2002,Drama,102,10.1,6.4,52,12025
Amen,2002,Biography,132,0.27,7.3,57,11930
Auto Focus,2002,Biography,105,2.06,6.6,66,11845
Le crime du père Amaro,2002,Drama,118,5.71,6.8,60,11628
Stealing Harvard,2002,Comedy,85,13.97,5.1,25,11547
Sweet Sixteen,2002,Crime,106,0.03,7.5,86,11517
Le peuple des ténèbres,2002,Horror,89,12.84,4.8,31,11402
Spellbound,2002,Documentary,97,5.73,7.6,80,11340
Les lundis au soleil,2002,Comedy,113,0.15,7.7,64,10935
Ararat,2002,Drama,115,1.55,6.6,62,10790
Ritânâ,2002,Action,116,0.07,6.5,36,10557
Chasseurs de Primes,2002,Action,95,25.48,5.8,34,10384
Influences,2002,Crime,100,0.12,5.5,53,10278
Nicholas Nickleby,2002,Adventure,132,1.59,7.2,71,10070
Lost in La Mancha,2002,Documentary,93,0.73,7.4,74,9985
L'homme de la Riviera,2002,Action,109,3.52,6.6,68,9321
La vérité sur Charlie,2002,Mystery,104,5.35,4.8,55,8966
Full Frontal,2002,Comedy,101,2.51,4.7,45,8939
Poolhall Junkies,2002,Comedy,99,0.56,7,36,8903
All or Nothing,2002,Drama,128,0.12,7.6,72,8690
Open Hearts,2002,Drama,113,0.12,7.6,77,8518
"Les supers nanas - The powerpuff girls, le film",2002,Animation,73,11.41,6.5,65,8298
Abandon,2002,Drama,99,10.73,4.9,36,8290
Paid in Full,2002,Action,97,3.04,7.1,49,8289
Better Luck Tomorrow,2002,Crime,101,3.8,7.2,67,8250
Dahmer,2002,Biography,101,0.14,5.6,63,8033
Pumpkin,2002,Comedy,113,0.31,6.3,46,7828
Le fils,2002,Drama,99,0.07,7.7,86,7694
Le voyage de Morvern Callar,2002,Drama,97,0.27,6.8,78,7389
Wilbur,2002,Comedy,111,0.23,6.9,69,7132
Ônibus 174,2002,Documentary,150,0.22,7.9,83,7131
Être et avoir,2002,Documentary,104,0.78,7.9,87,6973
Pinocchio,2002,Comedy,108,3.68,4.2,11,6840
Empire,2002,Crime,90,17.5,6,38,6756
So Close,2002,Action,111,0.08,6.7,66,6659
Love Liza,2002,Comedy,90,0.21,7,58,6611
Le coucou,2002,Drama,99,0.24,7.9,69,6573
Brown Sugar,2002,Romance,109,27.36,6.5,58,6532
Max,2002,Drama,106,0.53,6.6,56,6519
Deuces Wild,2002,Action,96,6.04,5.6,16,6441
The Kid Stays in the Picture,2002,Documentary,93,1.43,7.4,75,6353
L'homme du train,2002,Crime,90,2.54,7.3,75,6323
Ted Bundy,2002,Biography,99,0.01,5.9,37,6288
Ana,2002,Comedy,90,5.84,7,71,6281
Oasis,2002,Drama,133,0,8,79,6025
Dummy,2002,Comedy,91,0.07,6.8,48,6013
Yossi & Jagger,2002,Drama,65,0,7.2,70,5996
Dancer Upstairs,2002,Crime,132,2.38,7,64,5884
Traqueur de croco en mission périlleuse,2002,Action,90,28.4,5.4,50,5876
Ten,2002,Drama,94,0.11,7.5,86,5804
Evelyn,2002,Drama,94,1.48,7,55,5691
Comedian,2002,Documentary,82,2.74,7,62,5565
Juwanna Mann,2002,Comedy,91,13.57,4.5,24,5539
Décalage horaire,2002,Comedy,91,0.54,6.2,53,5292
The Reckoning,2002,Crime,112,0.26,6.6,49,5230
Hé Arnold! Le film,2002,Animation,76,13.68,5.9,47,5212
Une chambre pour quatre,2002,Comedy,91,0.27,5.5,28,5152
11'09''01 - September 11,2002,Drama,134,0,7,61,5055
"Slap Her, She's French!",2002,Comedy,92,0,5.1,44,5009
The Extremists,2002,Action,93,4.84,4.5,17,4977
Long Way Home,2002,Drama,88,2.07,7.2,83,4908
El otro lado de la cama,2002,Comedy,114,0,6.6,47,4767
Naqoyqatsi,2002,Documentary,89,0.13,6.7,59,4585
City of Ghosts,2002,Crime,116,0.04,6,57,4541
Historias mínimas,2002,Comedy,92,0.1,7.5,76,4433
Dans ma peau,2002,Drama,93,0.03,6.3,68,4320
Mr. and Mrs. Iyer,2002,Drama,120,0,8,50,4279
Jiburo,2002,Drama,80,0.44,7.8,63,4234
Respiro,2002,Drama,95,1.07,7,65,4200
The Country Bears,2002,Comedy,88,16.99,4,37,4177
Demonlover,2002,Thriller,129,0.23,5.8,64,4033
Pokémon 5: Les héros Pokemon,2002,Animation,80,0.75,6.2,27,4022
L'enfant au violon,2002,Drama,116,0.6,7.4,60,4007
Choses secrètes,2002,Comedy,115,0.1,6.1,55,3956
Balzac et la petite tailleuse chinoise,2002,Biography,110,0.67,7.3,65,3953
Valentín,2002,Comedy,86,0.28,7.7,52,3883
Biggie & Tupac,2002,Documentary,108,0.09,6.9,63,3867
Kaante,2002,Action,150,1,6.6,41,3852
In This World,2002,Drama,88,0,7.4,75,3849
Once Upon a Time in the Midlands,2002,Comedy,104,0.17,6.2,56,3741
The Century of the Self,2002,Documentary,235,0,9,80,3680
800 balles,2002,Action,124,0,6.4,51,3666
Sonny,2002,Crime,110,0.02,5.7,31,3656
Shottas,2002,Action,95,0,6.3,36,3591
Le seigneur des anneaux: Le retour du roi,2003,Adventure,201,377.85,8.9,94,1350668
Pirates des Caraïbes - La malédiction du Black Pearl,2003,Action,143,305.41,8,63,897622
Kill Bill: Volume I,2003,Action,111,70.1,8.1,69,819360
Le monde de Nemo,2003,Animation,100,380.84,8.1,90,783468
Matrix Reloaded,2003,Action,138,281.49,7.2,62,450789
X-Men 2,2003,Action,134,214.95,7.5,68,446153
Old Boy,2003,Action,120,0.71,8.4,74,407843
Matrix Revolutions,2003,Action,129,139.31,6.7,47,390863
Big Fish,2003,Adventure,125,66.26,8,58,372391
Mystic River,2003,Crime,138,90.14,8,84,365281
Love Actually,2003,Comedy,135,59.7,7.7,55,352502
Lost in Translation,2003,Drama,102,44.59,7.8,89,349423
Le dernier samouraï,2003,Action,154,111.11,7.7,55,344088
Terminator 3 - Le soulèvement des machines,2003,Action,109,150.37,6.3,66,329074
Bruce tout-puissant,2003,Comedy,101,242.83,6.7,46,323153
Braquage à l'italienne,2003,Action,111,106.13,7,68,305358
Underworld,2003,Action,121,51.97,7,42,227392
Rock academy,2003,Comedy,108,81.26,7.1,82,226521
Hulk,2003,Action,138,132.18,5.7,54,226250
2 Fast 2 Furious,2003,Action,107,127.15,5.9,38,213810
21 grammes,2003,Crime,124,16.25,7.7,70,202199
Retour à la fac,2003,Comedy,88,75.59,7.2,54,195080
Identity,2003,Mystery,90,52.16,7.3,64,194571
Bad Boys II,2003,Action,147,138.61,6.6,38,192385
Daredevil,2003,Action,103,102.54,5.3,42,187179
Self Control,2003,Comedy,106,135.65,6.2,52,181812
Master and commander: De l'autre côté du monde,2003,Action,138,93.93,7.4,81,179824
Comment se faire larguer en 10 leçons,2003,Comedy,116,105.81,6.4,45,174571
American pie: marions-les!,2003,Comedy,96,104.57,6.3,43,173016
Elfe,2003,Comedy,97,173.4,6.9,64,168121
La ligue des gentlemen extraordinaires,2003,Action,110,66.47,5.8,30,149894
Desperado 2 - Il était une fois au Mexique,2003,Action,102,56.36,6.4,56,138369
Destination finale 2,2003,Horror,90,46.96,6.2,38,130760
S.W.A.T. unité d'élite,2003,Action,117,116.93,6,45,126159
Retour à Cold Mountain,2003,Adventure,154,95.64,7.2,73,125378
Johnny English,2003,Action,88,28.08,6.1,51,122514
Good Bye Lenin!,2003,Comedy,121,4.06,7.7,68,122451
Bad Santa,2003,Comedy,91,60.06,7.1,70,120313
Scary Movie 3,2003,Comedy,84,110,5.5,49,120171
La recrue,2003,Action,115,52.8,6.6,56,119644
Dogville,2003,Crime,178,1.53,8,60,116986
Massacre à la tronçonneuse,2003,Horror,98,80.57,6.2,38,116106
Monster,2003,Biography,109,34.47,7.3,74,115687
Les associés,2003,Comedy,116,36.91,7.3,61,112778
Lara Croft Tomb Raider: Le berceau de la vie,2003,Action,117,65.66,5.5,43,111451
Charlie's Angels: Les anges se déchaînent,2003,Action,106,100.83,4.8,48,106800
Freaky friday - Dans la peau de ma mère,2003,Comedy,97,110.23,6.2,70,106158
Les larmes du soleil,2003,Action,121,43.73,6.6,48,100140
Tout peut arriver,2003,Comedy,128,124.73,6.7,66,97506
Freddy contre Jason,2003,Action,97,82.62,5.8,37,96510
La vie de David Gale,2003,Crime,130,19.59,7.6,31,95842
Gothika,2003,Horror,98,59.69,5.8,38,95252
Détour mortel,2003,Horror,84,15.42,6.1,32,94807
Paycheck,2003,Action,119,53.79,6.3,43,94325
Innocents,2003,Drama,115,2.53,7.2,62,91156
Shanghaï Kid II,2003,Action,114,60.48,6.2,58,88175
Bienvenue dans la jungle,2003,Action,104,47.73,6.7,59,87989
Memories of Murder,2003,Action,131,0.01,8.1,82,82563
Fusion,2003,Action,135,31.19,5.5,48,81860
Treize à la douzaine,2003,Comedy,98,138.61,5.8,46,81429
Intolérable cruauté,2003,Comedy,100,35.33,6.3,71,81422
Le maître du jeu,2003,Drama,127,49.44,7.1,61,81352
"Dreamcatcher, l'attrape-rêves",2003,Drama,136,33.72,5.5,35,80806
Frère des ours,2003,Animation,85,85.34,6.8,48,78686
Elephant,2003,Crime,81,1.23,7.2,70,75789
Thirteen,2003,Drama,100,4.6,6.8,70,72744
"Printemps, été, automne, hiver... et printemps",2003,Drama,103,2.38,8.1,85,67405
Le sourire de Mona Lisa,2003,Drama,117,63.86,6.4,45,66637
La maison des 1000 morts,2003,Horror,89,12.63,6,31,65320
La jeune fille à la perle,2003,Biography,100,11.63,7,72,64569
Ong-bak,2003,Action,108,4.56,7.2,69,64337
La morsure du lézard,2003,Adventure,117,67.41,7.1,71,64175
Le chef de gare,2003,Comedy,89,5.74,7.7,81,61411
Pour le meilleur et pour le rire,2003,Comedy,95,56.13,5.5,28,61034
Pur sang: la légende de Seabiscuit,2003,Drama,140,120.28,7.3,72,60360
Jeux d'enfants,2003,Comedy,93,0.55,7.7,45,60058
House of Sand and Fog,2003,Drama,126,13.01,7.6,71,59270
Haute tension,2003,Horror,91,3.68,6.8,42,59202
Open Range,2003,Action,139,58.33,7.5,67,57990
Peter Pan,2003,Adventure,113,48.46,6.9,64,57902
Prisonniers du temps,2003,Action,116,19.48,5.6,28,55351
