movie,year,genre,length,gross,audience,critic,votes
Steamboy,2004,Animation,126,0.41,6.9,66,14718
Lignes de vie,2004,Comedy,111,3.84,6.7,67,14034
Paparazzi,2004,Action,84,15.71,5.8,38,13663
Beyond the Sea,2004,Biography,118,6.32,6.7,46,13537
Pyjama Party,2004,Comedy,89,9.44,5.3,33,13536
Black Friday,2004,Crime,143,0.03,8.6,76,13527
Camera kids,2004,Documentary,85,3.41,7.4,78,13380
Nous étions libres,2004,Drama,132,0.4,6.6,40,13240
D.E.B.S.,2004,Action,91,0.1,5.3,42,12989
Mr 3000,2004,Comedy,104,21.8,5.5,57,12832
Deux frères,2004,Adventure,109,18.95,7.1,63,12790
Inside I'm Dancing,2004,Comedy,104,0.02,7.9,59,12607
La maison au bout du monde,2004,Drama,97,1.03,6.8,59,12484
Que sait-on vraiment de la réalité!?,2004,Documentary,109,10.94,5.3,38,12453
L'enlèvement,2004,Drama,95,5.76,5.9,60,12268
Cody Banks agent secret 2 - Destination Londres,2004,Action,100,23.22,4.5,32,12160
Napola - Elite für den Führer,2004,Drama,117,0.14,7.4,65,12154
Summer Storm,2004,Comedy,98,0.1,7.4,51,11927
Thunderbirds - Les sentinelles de l'air,2004,Action,95,6.77,4.2,36,11833
Barbershop 2: Back in Business,2004,Comedy,106,65.11,5.7,59,11477
Palindromes,2004,Comedy,100,0.55,6.8,53,11204
A Dirty Shame,2004,Comedy,89,1.34,5.1,56,11194
Welcome to Mooseport,2004,Comedy,110,14.47,5.2,33,11156
Adorable Julia,2004,Comedy,104,7.74,7,65,11102
La séductrice,2004,Drama,93,0.22,6.5,53,10277
Calvaire,2004,Horror,88,0,6.2,52,10200
De-Lovely,2004,Biography,125,13.34,6.6,53,10077
Brødre,2004,Drama,117,0.38,7.6,76,9992
Fat Albert,2004,Comedy,93,48.12,4.3,39,9943
Le crime farpait,2004,Comedy,105,0,7.1,68,9847
Mon ami Machuca,2004,Biography,116,0,7.8,76,9708
Criminal,2004,Comedy,87,14.69,6.4,61,9366
Modigliani,2004,Biography,128,0.2,7.4,25,9225
Enduring Love,2004,Drama,100,0.36,6.4,61,9215
Stage Beauty,2004,Drama,106,0.78,7.2,64,9196
Les dames de Cornouailles,2004,Drama,104,6.76,7.1,61,9016
Imaginary Heroes,2004,Comedy,111,0.23,7.2,53,8935
Les petits braqueurs,2004,Adventure,91,16.7,5.2,33,8586
We Don't Live Here Anymore,2004,Drama,101,2.04,6.3,66,8561
Saving Face,2004,Comedy,91,1.19,7.5,65,8391
Riding the Bullet,2004,Horror,98,0.1,5.2,37,8057
Le prince de Greenwich Village,2004,Comedy,97,0.37,7,33,7975
Folles funérailles,2004,Comedy,91,0.07,6.7,34,7962
5x2,2004,Drama,90,0.13,6.7,62,7962
Noël,2004,Drama,96,0,6.3,29,7768
Simon,2004,Comedy,102,0,8,59,7673
L'autre rive,2004,Drama,108,0.02,6.7,63,7635
Connie et Carla,2004,Comedy,108,8.05,6.3,44,7218
À corps perdus,2004,Drama,125,0,7.1,59,7006
Yuva,2004,Action,161,0.28,7.4,63,6885
Yu-gi-oh! Le film,2004,Animation,100,19.76,4.6,15,6845
Le saut périlleux,2004,Drama,106,0.09,6.8,73,6659
She Hate Me,2004,Comedy,138,0.37,5.3,28,6647
Voces inocentes,2004,Drama,120,0.84,8,66,6581
Mind Game,2004,Animation,103,0,7.9,64,6450
Johnson Family Vacation,2004,Comedy,97,31.18,4.4,29,6355
Dans les cordes,2004,Biography,110,5.88,5.3,36,6181
Tu marcheras sur l'eau,2004,Drama,103,2.71,7.4,65,6101
Just a Kiss,2004,Drama,104,0,7.2,65,6093
Haven - L'enfer au paradis,2004,Crime,115,0.14,5.9,37,6082
Shimotsuma monogatari,2004,Comedy,102,0,7.3,56,6053
Outfoxed: La guerre de Rupert Murdoch contre le journalisme,2004,Documentary,75,0.24,7.6,58,5934
Le livre de Jérémie,2004,Drama,98,0.03,6.6,27,5614
Dead & Breakfast,2004,Comedy,88,0,5.8,34,5462
Eros,2004,Drama,104,0.19,6,51,5436
Dig!,2004,Documentary,107,0.13,7.8,76,5430
Ma mère,2004,Drama,110,0.07,5.1,35,5401
Eating Out,2004,Comedy,90,0.16,5.9,28,5383
P.S.,2004,Comedy,97,0.18,6.2,55,5366
Saint Ralph,2004,Comedy,98,0.8,7.6,51,5314
La servante et le samouraï,2004,Action,132,0.04,7.8,76,5105
Never Die Alone,2004,Action,88,5.64,5.7,38,5034
Le cauchemar de Darwin,2004,Documentary,107,0.2,7.6,84,5032
Innocence,2004,Drama,122,0,6.9,78,5020
Keane,2004,Drama,100,0.03,7,79,4924
Cha no aji,2004,Comedy,143,0,7.8,77,4903
Control Room,2004,Documentary,84,2.59,7.8,79,4862
Comme une image,2004,Comedy,110,1.74,6.9,79,4827
Batman Begins,2005,Action,140,206.85,8.3,70,1090661
V pour vendetta,2005,Action,132,70.51,8.2,62,878716
Sin City,2005,Crime,124,74.1,8,74,693329
Star Wars: Épisode III - La revanche des Sith,2005,Action,140,380.26,7.6,68,583187
Harry Potter et la coupe de feu,2005,Adventure,157,290.01,7.7,81,436162
Mr. & Mrs. Smith,2005,Action,120,186.34,6.5,55,384395
La guerre des mondes,2005,Adventure,116,234.28,6.5,73,361607
Charlie et la chocolaterie,2005,Adventure,115,206.46,6.7,72,356086
King Kong,2005,Action,187,218.08,7.2,81,344002
"40 ans, toujours puceau",2005,Comedy,116,109.45,7.1,73,337810
"Le monde de Narnia: chapitre 1 - Le lion, la sorcière blanche et l'armoire magique",2005,Adventure,143,291.71,6.9,75,314569
Madagascar,2005,Animation,86,193.6,6.9,57,298625
Serial noceurs,2005,Comedy,119,209.22,7,64,297816
Les 4 fantastiques,2005,Action,106,154.7,5.7,40,282318
Le secret de Brokeback Mountain,2005,Drama,134,83.04,7.7,87,279519
The Island,2005,Action,136,35.82,6.9,50,277605
Lord of War,2005,Crime,122,24.15,7.6,62,264064
"Hitch, expert en séduction",2005,Comedy,118,179.5,6.6,58,262226
Serenity - L'ultime rébellion,2005,Action,119,25.51,7.9,74,256959
Constantine,2005,Drama,121,75.98,6.9,50,256883
Kingdom of Heaven,2005,Action,144,47.4,7.2,63,235272
Orgueil & préjugés,2005,Drama,129,38.41,7.8,82,212160
Les noces funèbres,2005,Animation,77,53.36,7.4,83,208483
Saw II,2005,Horror,93,87.04,6.6,40,204605
A History of Violence,2005,Crime,96,31.49,7.5,81,200568
Walk the Line,2005,Biography,136,119.52,7.9,72,200524
Thank You for Smoking,2005,Comedy,92,24.79,7.6,71,199600
Kiss Kiss Bang Bang,2005,Comedy,103,4.24,7.6,72,190589
Munich,2005,Drama,164,47.4,7.6,74,188107
Match Point,2005,Drama,124,23.09,7.7,72,180852
The Descent,2005,Adventure,99,26.02,7.2,71,170549
Le transporteur II,2005,Action,87,43.1,6.3,56,169425
H2G2: le guide du voyageur galactique,2005,Adventure,109,51.09,6.8,63,166923
De l'ombre à la lumière,2005,Biography,144,61.65,8,69,158299
Jarhead - La fin de l'innocence,2005,Biography,125,62.66,7,58,153783
Hostel,2005,Horror,94,47.33,5.9,55,149810
Mi-temps au mitard,2005,Comedy,113,158.12,6.4,48,141278
Hard Candy,2005,Crime,104,1.01,7.1,58,140204
Flight plan,2005,Drama,98,89.71,6.3,53,135467
Hooligans,2005,Crime,109,0.34,7.5,55,127182
Mémoires d'une geisha,2005,Drama,145,57.49,7.4,54,125702
The Constant Gardener,2005,Drama,129,33.58,7.5,82,118716
Braqueurs amateurs,2005,Comedy,90,110.33,6.1,47,118415
Quatre frères,2005,Action,109,74.49,6.9,49,118224
Syriana,2005,Drama,128,50.82,7,76,115624
Æon Flux,2005,Action,93,25.86,5.5,36,115158
Robots,2005,Animation,91,128.2,6.3,64,113036
Truman Capote,2005,Biography,114,28.75,7.4,88,109336
Wallace et Gromit - Le mystère du lapin-garou,2005,Animation,85,56.11,7.5,87,106856
Les frères Grimm,2005,Adventure,118,37.92,5.9,51,104608
L'exorcisme d'Emily Rose,2005,Drama,119,75.07,6.7,46,104503
Coach Carter,2005,Biography,136,67.26,7.3,57,101954
La maison de cire,2005,Horror,108,32.06,5.3,41,101429
Red eye - sous haute pression,2005,Mystery,85,57.89,6.5,71,99824
The Jacket,2005,Drama,103,6.3,7.1,44,98904
Otage,2005,Action,113,34.64,6.6,44,98174
La porte des secrets,2005,Horror,104,47.81,6.5,47,94434
Doom,2005,Action,105,28.03,5.2,34,93145
Amityville,2005,Drama,90,65.23,6,33,92670
Brick,2005,Action,110,2.06,7.4,72,90386
Danny the Dog,2005,Action,103,24.52,7,58,90206
L'interprète,2005,Crime,128,72.71,6.4,62,89841
Just Friends,2005,Comedy,96,32.62,6.2,47,89486
Et si c'était vrai...,2005,Comedy,95,48.32,6.7,47,88215
"Good Night, and Good Luck",2005,Biography,93,31.5,7.5,80,87363
Broken Flowers,2005,Comedy,106,13.74,7.2,79,87347
Land of the Dead - Le territoire des morts,2005,Horror,93,20.7,6.2,71,83279
Sahara,2005,Action,124,68.67,6,41,82224
The Devil's Rejects,2005,Crime,107,17.04,6.9,53,81559
Service non compris,2005,Comedy,94,16.12,6.8,30,79950
Revolver,2005,Action,111,0.08,6.5,25,79755
Le cercle - The ring 2,2005,Horror,110,76.23,5.4,44,79559
La légende de Zorro,2005,Action,129,46.46,5.9,47,78803
Elektra,2005,Action,97,24.41,4.8,34,76684
Zathura - Une aventure spatiale,2005,Action,101,29.26,6.1,67,75434
Le nouveau monde,2005,Biography,135,12.71,6.7,69,75239
Trouble jeu,2005,Drama,101,51.1,5.9,35,74551
Baby-sittor,2005,Action,95,113.09,5.6,30,73829
The Weather Man,2005,Comedy,102,12.48,6.6,61,72155
Chicken Little,2005,Animation,81,135.39,5.8,48,71257
"Shérif, fais-moi peur",2005,Action,104,80.27,5.1,33,69454
Assaut sur le central 13,2005,Action,109,19.98,6.3,54,68482
L'école fantastique,2005,Adventure,100,63.95,6.2,62,67128
Bleu d'enfer,2005,Action,110,18.47,5.8,45,67010
Stay,2005,Drama,99,3.63,6.9,41,66161
Les Berkman se séparent,2005,Comedy,81,7.36,7.4,82,65660
Dérapage,2005,Crime,108,36.02,6.6,40,65520
Be Cool,2005,Comedy,118,56.05,5.7,37,62160
Ma sorcière bien-aimée,2005,Comedy,102,62.25,4.8,34,61955
Rencontres à Elizabethtown,2005,Comedy,123,26.84,6.4,45,61527
7 ans de séduction,2005,Comedy,107,21.84,6.6,48,61502
Domino,2005,Action,127,10.17,6,36,60301
Wolf Creek,2005,Horror,99,16.19,6.3,54,59951
Caché,2005,Drama,117,3.63,7.3,83,59753
Lady Vengeance,2005,Crime,115,0.21,7.6,75,59505
xXx²: The Next Level,2005,Action,101,26.87,4.4,37,59483
Bad Times,2005,Action,116,3.34,6.9,56,57626
Miss FBI - Divinement armée,2005,Action,115,48.48,5,34,57237
Nanny McPhee,2005,Comedy,97,47.14,6.6,59,55881
In Her Shoes,2005,Comedy,130,32.88,6.5,60,54546
Goal! - Naissance d'un prodige,2005,Drama,118,4.28,6.7,53,54356
Dark Water,2005,Drama,105,25.47,5.6,52,53566
Tout est illuminé,2005,Comedy,106,1.71,7.5,58,53106
Esprit de famille,2005,Comedy,103,60.06,6.3,56,52990
La marche de l'empereur,2005,Documentary,80,77.44,7.6,79,50448
La véritable histoire du Petit Chaperon Rouge,2005,Animation,80,51.39,6.5,45,49373
Quatre filles et un jean,2005,Comedy,119,39.01,6.5,66,48066
Sa mère ou moi!,2005,Comedy,101,82.93,5.5,31,47876
Furtif,2005,Action,121,32.12,5,35,47416
Casanova,2005,Adventure,112,11.29,6.5,57,47030
Burt Munro,2005,Biography,127,5.13,7.8,68,46876
Les seigneurs de Dogtown,2005,Biography,107,11.01,7.1,56,46851
Treize à la douzaine 2,2005,Adventure,94,82.57,5.5,34,46732
Grizzly Man,2005,Documentary,103,3.17,7.8,87,45312
The Proposition,2005,Crime,104,1.9,7.4,73,45254
Le fils du mask,2005,Comedy,94,17.02,2.2,20,45015
La rumeur court...,2005,Comedy,97,43,5.5,35,44522
Rent,2005,Drama,135,29.08,7,53,44055
La voix des morts,2005,Drama,101,56.39,5.5,30,43797
Gigolo malgré lui,2005,Comedy,83,22.26,4.6,23,43681
L'escorte,2005,Comedy,90,31.73,6.1,32,41978
The matador - Même les tueurs ont besoin d'amis,2005,Comedy,96,12.59,6.8,65,41665
La coccinelle revient,2005,Adventure,101,66.02,4.8,47,39463
Alone in the Dark,2005,Action,96,5.18,2.3,9,39092
Réussir ou mourir,2005,Biography,117,30.98,5.1,45,39040
Adam's Apples,2005,Comedy,94,0,7.8,51,38990
Two for the Money,2005,Drama,122,22.86,6.2,50,38972
Proof,2005,Drama,100,7.52,6.8,64,38808
Terrain d'entente,2005,Comedy,104,42.07,6.2,56,38155
Transamerica,2005,Adventure,103,9.02,7.4,66,37810
Les producteurs,2005,Comedy,134,19.38,6.4,52,36878
Petites confidences (à ma psy),2005,Comedy,105,22.83,6.2,58,36859
Black/White,2005,Comedy,105,68.92,5.9,49,35801
Trois enterrements,2005,Adventure,121,5.02,7.4,77,35705
Hustle & Flow,2005,Crime,116,22.2,7.4,68,35136
L'affaire Josey Aimes,2005,Drama,126,18.32,7.3,68,34956
"Moi, toi et tous les autres",2005,Comedy,91,3.89,7.3,76,32538
The Ringer,2005,Comedy,94,35.42,5.8,46,32461
Match en famille,2005,Comedy,95,52.58,5.6,45,32082
L'honneur du dragon,2005,Action,111,11.91,7.1,52,31959
BloodRayne,2005,Action,95,2.41,2.9,18,31610
Fog,2005,Horror,100,29.51,3.6,27,31201
La crypte,2005,Adventure,97,15.01,5.1,30,30625
Secrets de famille,2005,Comedy,99,1.62,6.8,53,29966
C.R.A.Z.Y.,2005,Comedy,127,0,8,81,28964
Tideland,2005,Drama,120,0.07,6.5,26,28570
Angel-A,2005,Comedy,91,0.2,7.1,48,28227
La main au collier,2005,Comedy,98,43.89,5.9,46,27661
Cursed,2005,Comedy,97,19.3,5,31,27587
Boogeyman - La porte des cauchemars,2005,Drama,89,46.75,4.1,32,27545
Oliver Twist,2005,Crime,130,1.99,6.9,65,27403
Feast,2005,Action,95,0.05,6.4,43,26892
Mon nom est Tsotsi,2005,Crime,94,2.91,7.3,70,25966
Une vie inachevée,2005,Adventure,108,8.59,7,49,25799
Imagine Me & You,2005,Comedy,90,0.67,6.8,49,25415
L'homme parfait,2005,Comedy,100,16.25,5.5,27,25133
On arrive quand?,2005,Adventure,95,82.67,4.6,27,24787
Un parcours de légende,2005,Biography,120,15.33,7.5,55,24051
Cry Wolf,2005,Drama,90,10.05,5.9,39,23971
Joyeux Noël,2005,Drama,116,1.05,7.8,70,23834
Sophie Scholl - Les derniers jours,2005,Biography,120,0.68,7.6,76,23742
Une famille 2 en 1,2005,Comedy,88,53.41,5.4,38,23451
American Haunting,2005,Horror,83,16.3,5,38,23093
Les aventures de Shark Boy et Lava Girl,2005,Action,93,39.18,3.5,38,23067
Le boss,2005,Action,83,8.33,5.5,33,22845
Shopgirl,2005,Drama,106,10.28,6.4,62,21941
Faux amis,2005,Comedy,92,8.82,6.3,62,21637
Princesse on Ice,2005,Comedy,98,24.38,6,55,21471
Mirrormask,2005,Adventure,101,0.86,6.9,55,21065
Garde rapprochée,2005,Action,100,19.7,5.4,35,20854
Paradise Now,2005,Crime,90,1.45,7.5,71,20645
London,2005,Drama,92,0.01,6.6,24,20342
Little Manhattan,2005,Comedy,84,0.38,7.6,52,20085
Junebug,2005,Comedy,106,2.68,7,80,19931
Manderlay,2005,Drama,139,0.08,7.4,46,19873
Les bienfaits de la colère,2005,Comedy,118,18.76,6.9,63,19804
Last Days,2005,Biography,97,0.45,5.8,67,19803
Le grand raid,2005,Action,132,10.17,6.7,48,19477
Age Difficile Obscur,2005,Comedy,96,1.33,6.6,69,19463
Breakfast on Pluto,2005,Comedy,128,0.83,7.3,59,18580
Bad News Bears,2005,Comedy,113,32.87,5.8,65,18376
Les poupées russes,2005,Comedy,125,0.32,7,67,17604
"Vaillant, pigeon de combat!",2005,Animation,76,19.45,5.6,45,17450
Un coup de tonnerre,2005,Action,101,1.89,4.2,24,17284
Down in the Valley,2005,Drama,108,0.57,6.4,65,17045
The Chumscrubber,2005,Comedy,108,0.05,7,41,16831
De battre mon coeur s'est arrêté,2005,Crime,108,1.02,7.3,75,16737
"Beowulf, la légende viking",2005,Action,103,0.07,5.9,53,16354
La vérité nue,2005,Crime,107,0.87,6.5,47,15720
L'enfant,2005,Crime,95,0.65,7.5,87,15584
13 Tzameti,2005,Crime,93,0.12,7.4,61,15537
Kinky Boots,2005,Comedy,107,1.82,7.1,57,15468
The Aristocrats,2005,Documentary,89,6.38,6.4,72,15367
Beauty Shop,2005,Comedy,105,36.35,5.5,53,14390
Madame Henderson présente,2005,Comedy,103,11.03,7.1,71,14094
The Quiet,2005,Crime,96,0.38,6.4,29,14034
"Zig Zag, l'étalon zébré",2005,Adventure,102,49.77,5.2,43,13669
Water,2005,Drama,117,3.22,7.8,77,13173
The Big White,2005,Comedy,100,0,6.4,31,12916
Factotum,2005,Comedy,94,0.81,6.6,71,12642
Le tigre et la neige,2005,Comedy,114,0.01,7.2,22,12257
El aura,2005,Crime,134,0.06,7.3,78,11637
Tournage dans un jardin anglais,2005,Comedy,94,1.25,6.8,80,11630
La mort de Dante Lazarescu,2005,Drama,153,0.08,8,86,11340
"Madea, grand-mère justicière",2005,Comedy,116,50.63,5.7,36,11241
Basket Academy,2005,Comedy,86,16.81,5.1,36,11183
Pusher III - L'ange de la mort,2005,Crime,90,0,7.3,72,11133
Conversation(s) avec une femme,2005,Comedy,84,0.37,7.1,62,10776
The Secret Life of Words,2005,Drama,115,0.02,7.5,68,10711
Dreamer: Inspiré d'une histoire vraie,2005,Drama,106,32.7,6.9,59,10703
Metal: A Headbanger's Journey,2005,Documentary,96,0,8.1,73,10575
Romance & Cigarettes,2005,Comedy,105,0.54,6.3,55,10509
Edmond,2005,Drama,82,0.13,6.3,61,10308
Shooting Dogs,2005,Drama,115,0,7.7,71,10221
The Ballad of Jack and Rose,2005,Drama,112,0.71,6.7,59,9937
The Notorious Bettie Page,2005,Biography,91,1.41,6.6,64,9440
Why We Fight,2005,Documentary,98,1.44,8.1,68,9366
Dear Wendy,2005,Comedy,105,0.02,6.6,33,9335
Murderball,2005,Documentary,88,1.52,7.8,87,9322
Pretty Persuasion,2005,Comedy,104,0.31,6.6,45,9086
Winn-Dixie mon meilleur ami,2005,Comedy,106,32.65,6.4,54,9077
La méthode,2005,Comedy,115,0.01,7.3,68,8804
Dominion: Prequel to the Exorcist,2005,Drama,117,0.25,5.3,55,8761
Tamara,2005,Horror,98,0.17,5.2,34,8727
Adieu Cuba,2005,Drama,144,2.48,6.7,47,8655
Venom,2005,Horror,87,0.88,4.7,25,8521
Wu ji - La légende des cavaliers du vent,2005,Action,121,8.19,5.6,53,8476
Happy Endings,2005,Comedy,128,1.31,6.4,57,8419
Dave Chappelle's Block Party,2005,Documentary,103,11.69,7.2,84,8151
Election,2005,Crime,100,0,7.1,73,8066
Trust the Man,2005,Comedy,103,1.53,5.7,43,7984
The Devil and Daniel Johnston,2005,Documentary,110,0.33,8,77,7879
Dirty Deeds,2005,Comedy,87,0.15,5.9,28,7778
Le temps qui reste,2005,Drama,81,0.12,7.1,67,7696
Little Fish,2005,Crime,114,0.01,6.3,77,7680
In the Mix,2005,Comedy,95,10.11,2.7,31,7658
Winter Passing,2005,Comedy,98,0.1,6.4,56,7584
Strangers with Candy,2005,Comedy,97,2.07,6.1,57,7272
Lonesome Jim,2005,Comedy,91,0.15,6.6,54,7178
Bubble,2005,Crime,73,0.15,6.6,63,7049
Duma,2005,Adventure,100,0.86,7.3,82,6859
The King,2005,Drama,105,0.28,6.6,58,6848
The Honeymooners,2005,Comedy,90,12.83,3.1,31,6628
Antikörper,2005,Crime,127,0,7.1,57,6526
The Zodiac,2005,Crime,92,0.04,5.4,21,6503
12 and Holding,2005,Drama,94,0.1,7.6,65,6330
Dirty Love,2005,Comedy,91,0.06,3.5,9,6243
Les mots retrouvés,2005,Drama,104,1.18,5.5,54,6211
Shadowboxer,2005,Action,93,0.37,5.6,33,6190
Initial D,2005,Action,107,0,6.4,48,6164
Nine Lives,2005,Drama,115,0.48,6.8,80,6106
Être sans destin,2005,Drama,140,0.2,7,87,5964
La fièvre du roller,2005,Comedy,112,17.38,6,59,5898
Inside Deep Throat,2005,Documentary,89,0.65,6.8,64,5865
Appelez-moi Kubrick,2005,Comedy,86,0.07,6.2,57,5855
"The Prize Winner of Defiance, Ohio",2005,Biography,99,0.63,7.3,58,5823
Fierce People,2005,Drama,107,0.09,6.6,54,5800
The Moguls,2005,Comedy,96,0.02,6.3,45,5736
La comtesse blanche,2005,Drama,135,1.67,6.7,60,5623
Crossing the Bridge: The Sound of Istanbul,2005,Documentary,90,0.07,7.9,73,5376
The Wendell Baker Story,2005,Comedy,99,0.13,5.5,44,5299
Les infiltrés,2006,Crime,151,132.38,8.5,85,976137
Le prestige,2006,Drama,130,53.09,8.5,66,959852
300,2006,Action,117,210.61,7.7,52,654718
Pirates des Caraïbes - Le secret du coffre maudit,2006,Action,151,423.32,7.3,53,573925
Le labyrinthe de Pan,2006,Drama,118,37.63,8.2,98,519666
Casino Royale,2006,Action,144,167.45,8,80,508583
Blood Diamond,2006,Adventure,143,57.37,8,64,434814
X-Men: L'affrontement final,2006,Action,104,234.36,6.7,58,419900
Les fils de l'homme,2006,Drama,109,35.55,7.9,84,396411
Little Miss Sunshine,2006,Comedy,101,59.89,7.8,80,384933
À la recherche du bonheur,2006,Biography,117,163.57,8,64,374769
Da Vinci Code,2006,Mystery,149,217.54,6.6,46,348740
L'illusionniste,2006,Drama,110,39.87,7.6,68,319676
"Borat, leçons culturelles sur l'Amérique au profit de la glorieuse nation Kazakhstan",2006,Comedy,84,128.51,7.3,89,315437
Le diable s'habille en Prada,2006,Comedy,109,124.74,6.8,62,311831
Cars - Quatre roues,2006,Animation,117,244.08,7.1,73,296085
Inside Man - L'homme de l'intérieur,2006,Crime,129,88.51,7.6,76,293467
La vie des autres,2006,Drama,137,11.29,8.5,89,290420
Mission: Impossible III,2006,Action,126,134.03,6.9,66,278417
Slevin,2006,Crime,110,22.49,7.8,53,278034
Click - télécommandez votre vie,2006,Comedy,107,137.36,6.4,45,266424
La nuit au musée,2006,Adventure,108,250.86,6.4,48,261649
Déjà vu,2006,Action,126,64.04,7,59,260501
Babel,2006,Drama,143,34.3,7.5,69,259708
Apocalypto,2006,Action,139,50.87,7.8,68,254904
Superman Returns,2006,Action,154,200.08,6.1,72,251293
L'âge de glace 2,2006,Animation,91,195.33,6.8,58,214661
Hyper tension,2006,Action,88,27.83,7,57,210329
The Fountain,2006,Drama,96,10.14,7.3,51,205596
Le parfum - Histoire d'un meurtrier,2006,Crime,147,2.22,7.5,56,205389
The Holiday,2006,Comedy,138,63.22,6.9,52,201782
Fast & Furious: Tokyo Drift,2006,Action,104,62.51,6,45,201514
L'incroyable destin de Harold Crick,2006,Comedy,113,40.14,7.6,67,198436
Silent Hill,2006,Adventure,125,46.98,6.6,31,191299
Rocky Balboa,2006,Drama,102,70.27,7.2,63,176251
Underworld 2: Evolution,2006,Action,106,62.32,6.7,36,171251
Le dernier roi d'Écosse,2006,Biography,123,17.61,7.7,74,156502
Saw III,2006,Horror,108,80.24,6.2,48,155426
Happy Feet,2006,Animation,108,198,6.5,77,146077
"Ricky Bobby, roi du circuit",2006,Action,108,148.21,6.6,66,141941
La colline a des yeux,2006,Horror,107,41.78,6.4,52,140659
Lettres d'Iwo Jima,2006,Drama,141,13.76,7.9,89,140013
"Nos voisins, les hommes",2006,Animation,83,155.02,6.7,67,137788
She's the Man,2006,Comedy,105,2.34,6.4,45,127175
Mi$e à prix,2006,Action,109,35.66,6.7,45,126573
Entre deux rives,2006,Drama,99,52.33,6.8,52,122342
Des serpents dans l'avion,2006,Action,105,34.02,5.6,58,121015
Clerks II,2006,Comedy,97,24.14,7.4,65,120058
Idiocracy,2006,Adventure,84,0.44,6.6,66,119766
16 blocs,2006,Action,102,36.88,6.6,63,117469
Eragon,2006,Action,104,75.03,5.1,38,113037
Destination finale 3,2006,Horror,93,54.1,5.8,41,111898
Admis à tous prix,2006,Comedy,93,36.32,6.5,47,111469
La rupture,2006,Comedy,106,118.7,5.8,45,109432
Mémoires de nos pères,2006,Drama,135,33.6,7.1,79,107035
This Is England,2006,Crime,101,0.33,7.7,86,104792
Scary Movie 4,2006,Comedy,83,90.71,5.1,40,100510
Sexy Dance,2006,Crime,104,65.33,6.5,48,98641
Miami Vice - Deux flics à Miami,2006,Action,134,63.45,6,65,98116
Little Children,2006,Drama,136,5.46,7.6,75,96912
The Fall,2006,Adventure,117,2.28,7.9,64,95953
A Scanner Darkly,2006,Animation,100,5.5,7.1,73,95351
Souris City,2006,Animation,85,64.67,6.6,74,93705
The Queen,2006,Biography,103,56.44,7.3,91,92431
Alpha Dog,2006,Biography,118,15.23,6.9,53,91940
Tenacious D in The Pick of Destiny,2006,Adventure,93,8.32,6.8,55,91629
La peur au ventre,2006,Action,122,6.86,7.4,41,91432
Raisons d'état,2006,Drama,167,59.95,6.7,61,90794
Rescue Dawn,2006,Adventure,120,5.49,7.3,77,90246
Vol 93,2006,Drama,111,31.57,7.6,90,88386
Poséidon,2006,Action,98,60.67,5.6,50,87210
Marie Antoinette,2006,Biography,123,15.96,6.4,65,86817
La jeune fille de l'eau,2006,Drama,110,42.29,5.6,36,84807
Volver,2006,Comedy,121,12.9,7.6,84,82819
Le voile des illusions,2006,Drama,125,8.06,7.5,69,82277
Monster House,2006,Animation,91,73.66,6.6,68,81021
Coast Guards,2006,Action,139,55.01,6.9,53,79520
The Host,2006,Action,120,2.2,7,85,77705
Une grande année,2006,Comedy,117,7.46,6.9,47,77121
Cashback,2006,Comedy,102,0.02,7.2,54,76650
Half Nelson,2006,Drama,106,2.69,7.2,85,76272
Ultraviolet,2006,Action,88,18.5,4.4,18,73863
Une vérité qui dérange,2006,Documentary,96,23.81,7.5,75,73623
Scoop,2006,Comedy,96,10.53,6.7,48,72502
Les rebelles de la forêt,2006,Animation,86,85.11,6.2,49,72161
Toi et moi... et Dupree,2006,Comedy,110,75.63,5.6,46,71939
John Tucker doit mourir,2006,Comedy,89,41.01,5.8,41,71875
World Trade Center,2006,Drama,129,70.28,6,66,71143
Crazy Party,2006,Comedy,94,6.09,7,33,71051
La panthère rose,2006,Adventure,93,82.23,5.6,38,70847
Super Nacho,2006,Comedy,92,80.2,5.7,52,70611
Chronique d'un scandale,2006,Crime,92,17.51,7.4,73,67820
Le maître d'armes,2006,Action,104,24.62,7.7,70,66100
Horribilis,2006,Comedy,95,7.77,6.5,69,66071
Le dahlia noir,2006,Crime,121,22.52,5.6,49,65958
"Paris, je t'aime",2006,Comedy,120,4.86,7.3,66,65689
Black Book,2006,Drama,145,4.4,7.8,71,64591
La science des rêves,2006,Comedy,105,4.66,7.3,70,63967
Playboy à saisir,2006,Comedy,97,88.72,5.6,47,62912
Dreamgirls,2006,Drama,130,103.37,6.5,76,60726
Massacre à la tronçonneuse - Le commencement,2006,Horror,91,39.52,5.9,30,60581
Jackass Deux: Le film,2006,Documentary,92,72.78,7.1,66,59815
Beerfest,2006,Comedy,110,19.19,6.3,46,57354
The Wicker Man,2006,Horror,102,23.64,3.7,36,56712
Ma super ex,2006,Comedy,96,22.53,5.1,50,56528
Invincible,2006,Biography,105,57.79,7.1,63,56417
Black Snake Moan,2006,Drama,116,9.4,7,52,55979
Penelope,2006,Comedy,104,10.01,6.8,48,54309
Paprika,2006,Animation,90,0.88,7.7,81,52989
"Antartica, prisonniers du froid",2006,Adventure,120,81.61,7.3,64,52955
